Loan_ID,Customer_ID,Account_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Status,Approval_Date
LN00562,CUST00334,ACC00334,Education,225595,9.96,120,Closed,2025-11-20
LN00610,CUST01770,ACC01770,Education,645801,14.86,36,Closed,2024-02-19
LN00704,CUST00320,ACC00320,Education,1702020,14.12,24,Closed,2024-04-07
LN00749,CUST03203,ACC03203,Education,1225109,8.22,120,Closed,2025-08-11
LN00787,CUST03669,ACC03669,Education,1265429,8.58,180,Closed,2025-06-22
LN00945,CUST00075,ACC00075,Education,1242245,15.13,12,Closed,2024-09-14
LN00956,CUST03168,ACC03168,Education,1640228,9.31,120,Closed,2021-11-16
LN01025,CUST01921,ACC01921,Education,1802442,14.06,60,Closed,2023-01-23
LN01040,CUST01510,ACC01510,Education,1505412,15.74,60,Closed,2024-07-13
LN01048,CUST01192,ACC01192,Education,1100220,14.18,60,Closed,2021-12-08
LN01122,CUST00700,ACC00700,Education,1610281,15.27,36,Closed,2022-11-15
LN01142,CUST04924,ACC04924,Education,718404,12.85,36,Closed,2023-06-22
LN01165,CUST00657,ACC00657,Education,1566246,9.26,12,Closed,2023-03-25
LN01173,CUST00151,ACC00151,Education,1361985,8.06,60,Closed,2023-10-21
LN01224,CUST02992,ACC02992,Education,1840510,8.83,180,Closed,2024-06-07
LN01239,CUST03721,ACC03721,Education,310112,14.36,120,Closed,2022-12-15
LN01291,CUST01700,ACC01700,Education,1580622,14.79,180,Closed,2025-03-01
LN01330,CUST02124,ACC02124,Education,1614868,15.53,60,Closed,2024-02-05
LN01374,CUST00764,ACC00764,Education,340353,12.59,36,Closed,2023-08-31
LN01402,CUST03596,ACC03596,Education,1796355,15.20,120,Closed,2024-10-28
LN01423,CUST02688,ACC02688,Education,1444435,14.84,24,Closed,2023-02-20
LN01448,CUST04076,ACC04076,Education,557601,8.57,12,Closed,2023-01-03
LN01449,CUST03619,ACC03619,Education,1330289,12.86,12,Closed,2022-03-26
LN01476,CUST02370,ACC02370,Education,1948386,11.23,12,Closed,2023-01-18
LN01503,CUST02077,ACC02077,Education,1014785,11.67,24,Closed,2021-12-25
LN01539,CUST03898,ACC03898,Education,1303271,11.53,60,Closed,2022-06-23
LN01543,CUST02221,ACC02221,Education,1826849,8.97,120,Closed,2022-12-29
LN01588,CUST00372,ACC00372,Education,899809,13.86,60,Closed,2022-11-16
LN01898,CUST01967,ACC01967,Education,1012570,12.66,180,Closed,2024-05-28
LN01979,CUST04227,ACC04227,Education,1388128,15.58,180,Closed,2022-03-26
LN01985,CUST04339,ACC04339,Education,1350687,9.53,60,Closed,2022-04-29
LN02092,CUST02924,ACC02924,Education,1790819,8.82,120,Closed,2023-06-18
LN02126,CUST01381,ACC01381,Education,1722605,12.43,12,Closed,2022-02-12
LN02189,CUST01149,ACC01149,Education,312929,13.07,36,Closed,2023-02-19
LN02238,CUST01640,ACC01640,Education,571945,9.16,12,Closed,2022-07-31
LN02252,CUST01100,ACC01100,Education,693011,12.77,24,Closed,2026-02-25
LN02274,CUST02049,ACC02049,Education,620906,8.39,120,Closed,2023-07-03
LN02310,CUST02938,ACC02938,Education,1214784,13.06,12,Closed,2023-10-18
LN02385,CUST02135,ACC02135,Education,834762,14.42,60,Closed,2024-10-11
LN02389,CUST00407,ACC00407,Education,743905,11.03,24,Closed,2024-04-02
LN02472,CUST00682,ACC00682,Education,751986,7.86,120,Closed,2024-06-26
LN02503,CUST01345,ACC01345,Education,1827499,15.61,24,Closed,2022-01-23
LN02530,CUST00562,ACC00562,Education,391723,13.26,120,Closed,2024-08-21
LN02534,CUST01685,ACC01685,Education,1340275,7.49,60,Closed,2022-07-26
LN02582,CUST04633,ACC04633,Education,493171,10.17,180,Closed,2022-05-30
LN02590,CUST02512,ACC02512,Education,905101,13.17,36,Closed,2023-08-15
LN02606,CUST02192,ACC02192,Education,751543,12.19,60,Closed,2024-10-20
LN02610,CUST01166,ACC01166,Education,283976,10.20,180,Closed,2024-07-13
LN02648,CUST00303,ACC00303,Education,966765,15.79,60,Closed,2024-01-09
LN02671,CUST03118,ACC03118,Education,234654,8.69,120,Closed,2023-07-19
LN02691,CUST01221,ACC01221,Education,733130,12.86,180,Closed,2023-01-09
LN02705,CUST02549,ACC02549,Education,1401458,10.81,180,Closed,2025-12-01
LN02834,CUST01695,ACC01695,Education,1958472,14.53,24,Closed,2024-01-17
LN02842,CUST00515,ACC00515,Education,219018,13.87,24,Closed,2024-03-26
LN02859,CUST01262,ACC01262,Education,599513,12.40,24,Closed,2025-01-04
LN02864,CUST02824,ACC02824,Education,343853,15.31,12,Closed,2023-08-17
LN02892,CUST00650,ACC00650,Education,1612510,15.74,24,Closed,2024-01-03
LN02939,CUST00055,ACC00055,Education,1087834,14.15,120,Closed,2024-03-24
LN02949,CUST01975,ACC01975,Education,1533158,13.82,12,Closed,2022-11-01
LN03058,CUST01302,ACC01302,Education,1881111,10.11,60,Closed,2026-03-14
LN03151,CUST03636,ACC03636,Education,1582976,14.52,24,Closed,2023-10-16
LN03197,CUST04993,ACC04993,Education,239965,7.32,12,Closed,2024-11-02
LN03368,CUST00773,ACC00773,Education,1832149,15.37,60,Closed,2022-11-16
LN03369,CUST01045,ACC01045,Education,1608335,14.42,12,Closed,2025-10-30
LN03447,CUST04260,ACC04260,Education,686124,7.64,180,Closed,2023-05-25
LN03450,CUST03433,ACC03433,Education,497809,10.76,12,Closed,2023-03-16
LN03478,CUST04565,ACC04565,Education,1271403,7.41,120,Closed,2024-12-15
LN00059,CUST02625,ACC02625,Auto,999158,12.37,12,Closed,2023-07-17
LN00084,CUST01781,ACC01781,Auto,624647,9.73,12,Closed,2023-07-29
LN00144,CUST04631,ACC04631,Auto,351853,9.80,180,Closed,2022-10-11
LN00157,CUST01382,ACC01382,Auto,678208,15.06,12,Closed,2024-07-09
LN00261,CUST00564,ACC00564,Auto,1346332,11.28,120,Closed,2021-03-04
LN00283,CUST04123,ACC04123,Auto,517233,11.02,60,Closed,2024-05-04
LN00306,CUST03919,ACC03919,Auto,1447651,7.16,24,Closed,2023-03-22
LN00374,CUST03796,ACC03796,Auto,654266,13.62,36,Closed,2022-12-06
LN00420,CUST04429,ACC04429,Auto,1433527,12.71,36,Closed,2024-05-28
LN00456,CUST04683,ACC04683,Auto,351602,15.23,180,Closed,2023-08-24
LN00457,CUST03822,ACC03822,Auto,1158031,8.45,120,Closed,2022-10-27
LN00467,CUST04180,ACC04180,Auto,1198177,14.75,60,Closed,2023-08-31
LN00468,CUST04725,ACC04725,Auto,810066,14.20,24,Closed,2023-07-09
LN00535,CUST01848,ACC01848,Auto,468153,14.99,36,Closed,2024-03-20
LN00580,CUST04894,ACC04894,Auto,630700,12.99,60,Closed,2025-11-02
LN00623,CUST03209,ACC03209,Auto,1349101,10.53,36,Closed,2025-04-03
LN00642,CUST03697,ACC03697,Auto,446026,13.69,60,Closed,2024-10-18
LN00689,CUST04415,ACC04415,Auto,303228,12.92,120,Closed,2023-08-04
LN00690,CUST04912,ACC04912,Auto,912689,7.43,120,Closed,2023-02-15
LN00699,CUST01664,ACC01664,Auto,1018345,12.19,12,Closed,2021-11-10
LN00727,CUST00568,ACC00568,Auto,919754,13.94,120,Closed,2021-12-04
LN00729,CUST00309,ACC00309,Auto,1132324,10.15,12,Closed,2025-07-08
LN00736,CUST03907,ACC03907,Auto,740908,11.62,24,Closed,2023-11-11
LN00777,CUST04449,ACC04449,Auto,951024,8.46,12,Closed,2022-06-08
LN00788,CUST04119,ACC04119,Auto,769476,9.60,12,Closed,2025-06-06
LN00792,CUST04515,ACC04515,Auto,1483825,11.29,180,Closed,2022-12-08
LN00802,CUST00089,ACC00089,Auto,1036942,12.42,180,Closed,2025-03-19
LN00836,CUST01521,ACC01521,Auto,360947,7.17,180,Closed,2023-09-28
LN00850,CUST03611,ACC03611,Auto,814354,10.76,36,Closed,2025-11-06
LN00852,CUST01532,ACC01532,Auto,696183,11.44,180,Closed,2026-03-06
LN00862,CUST04036,ACC04036,Auto,790916,8.50,180,Closed,2023-07-30
LN00872,CUST00086,ACC00086,Auto,396151,7.42,60,Closed,2023-07-11
LN00929,CUST01145,ACC01145,Auto,995898,9.67,24,Closed,2024-06-22
LN00932,CUST04221,ACC04221,Auto,538552,7.64,12,Closed,2024-01-26
LN00988,CUST01595,ACC01595,Auto,769181,13.24,24,Closed,2023-01-11
LN00998,CUST01594,ACC01594,Auto,447675,15.37,180,Closed,2021-08-29
LN01005,CUST01495,ACC01495,Auto,874075,12.69,12,Closed,2025-02-22
LN01012,CUST00555,ACC00555,Auto,1472855,15.48,36,Closed,2022-12-24
LN01043,CUST01813,ACC01813,Auto,362942,7.40,180,Closed,2023-07-30
LN01044,CUST03288,ACC03288,Auto,905000,10.61,60,Closed,2024-04-14
LN01089,CUST03774,ACC03774,Auto,993055,14.51,180,Closed,2025-05-28
LN01092,CUST00371,ACC00371,Auto,560306,12.66,12,Closed,2024-02-11
LN01120,CUST01210,ACC01210,Auto,1427831,13.55,36,Closed,2023-09-03
LN01126,CUST02276,ACC02276,Auto,775901,11.90,60,Closed,2023-05-02
LN01130,CUST00599,ACC00599,Auto,1370585,11.20,12,Closed,2025-09-25
LN01160,CUST03827,ACC03827,Auto,1358604,14.27,24,Closed,2025-06-17
LN01195,CUST00824,ACC00824,Auto,605979,10.25,60,Closed,2023-02-21
LN01284,CUST02239,ACC02239,Auto,762288,8.86,120,Closed,2024-07-12
LN01300,CUST02981,ACC02981,Auto,732175,14.32,24,Closed,2021-12-11
LN01336,CUST00048,ACC00048,Auto,1400754,12.43,180,Closed,2024-06-13
LN01349,CUST02310,ACC02310,Auto,858587,8.58,36,Closed,2022-03-10
LN01366,CUST04203,ACC04203,Auto,796849,7.93,60,Closed,2023-03-07
LN01372,CUST00156,ACC00156,Auto,394769,7.53,180,Closed,2023-03-16
LN01388,CUST01748,ACC01748,Auto,493139,15.93,36,Closed,2023-02-21
LN01447,CUST01317,ACC01317,Auto,681521,10.93,36,Closed,2022-12-06
LN01456,CUST04465,ACC04465,Auto,926173,9.71,36,Closed,2023-05-15
LN01519,CUST02914,ACC02914,Auto,1255724,12.37,60,Closed,2021-10-12
LN01521,CUST03649,ACC03649,Auto,657471,7.91,24,Closed,2025-05-23
LN01531,CUST02265,ACC02265,Auto,474863,14.27,180,Closed,2024-02-12
LN01581,CUST03767,ACC03767,Auto,1251954,14.75,24,Closed,2022-11-04
LN01615,CUST02624,ACC02624,Auto,865675,11.83,180,Closed,2023-09-06
LN01680,CUST04657,ACC04657,Auto,388132,13.14,60,Closed,2023-05-07
LN01698,CUST02484,ACC02484,Auto,733167,13.13,36,Closed,2021-11-24
LN01704,CUST04256,ACC04256,Auto,418832,11.32,120,Closed,2021-09-25
LN01712,CUST03401,ACC03401,Auto,457040,7.75,12,Closed,2023-03-27
LN01766,CUST02919,ACC02919,Auto,948718,15.44,120,Closed,2023-03-05
LN01768,CUST04055,ACC04055,Auto,966058,7.40,36,Closed,2024-01-24
LN01838,CUST01943,ACC01943,Auto,643750,7.36,60,Closed,2022-08-18
LN01891,CUST01085,ACC01085,Auto,688103,11.59,60,Closed,2022-12-02
LN01929,CUST00215,ACC00215,Auto,664388,11.29,36,Closed,2021-12-03
LN01954,CUST02553,ACC02553,Auto,1239880,15.18,60,Closed,2022-10-29
LN01958,CUST01024,ACC01024,Auto,373841,13.18,180,Closed,2023-01-24
LN01994,CUST03356,ACC03356,Auto,671400,10.07,60,Closed,2024-02-11
LN02001,CUST03293,ACC03293,Auto,615342,13.77,12,Closed,2024-01-18
LN02022,CUST03854,ACC03854,Auto,1481521,12.16,120,Closed,2023-01-15
LN02053,CUST02482,ACC02482,Auto,1282171,10.93,12,Closed,2022-04-11
LN02107,CUST04831,ACC04831,Auto,332284,15.44,60,Closed,2024-01-10
LN02137,CUST03272,ACC03272,Auto,1200481,7.09,12,Closed,2023-03-11
LN02139,CUST02339,ACC02339,Auto,438174,11.04,36,Closed,2023-10-27
LN02168,CUST01981,ACC01981,Auto,1247405,8.41,60,Closed,2022-09-20
LN02185,CUST02588,ACC02588,Auto,1132154,14.42,120,Closed,2023-01-05
LN02187,CUST01671,ACC01671,Auto,312051,12.11,180,Closed,2024-03-06
LN02257,CUST01787,ACC01787,Auto,1000099,9.05,12,Closed,2023-06-11
LN02276,CUST03451,ACC03451,Auto,1430355,13.36,12,Closed,2022-05-08
LN02279,CUST03018,ACC03018,Auto,1116962,14.08,180,Closed,2024-08-19
LN02320,CUST03508,ACC03508,Auto,1033546,14.92,60,Closed,2025-01-13
LN02326,CUST01803,ACC01803,Auto,814822,14.52,24,Closed,2025-09-28
LN02357,CUST03436,ACC03436,Auto,1047646,10.07,12,Closed,2026-03-06
LN02401,CUST02047,ACC02047,Auto,448129,15.52,12,Closed,2023-07-07
LN02411,CUST03056,ACC03056,Auto,1461156,14.67,180,Closed,2024-10-30
LN02437,CUST04817,ACC04817,Auto,307664,8.31,120,Closed,2023-11-23
LN02453,CUST04421,ACC04421,Auto,689960,11.18,180,Closed,2025-03-16
LN02475,CUST00826,ACC00826,Auto,952176,7.50,36,Closed,2023-01-05
LN02506,CUST03399,ACC03399,Auto,870450,11.27,12,Closed,2024-12-18
LN02511,CUST02698,ACC02698,Auto,487798,11.46,36,Closed,2022-05-26
LN02546,CUST04789,ACC04789,Auto,853838,8.89,24,Closed,2024-08-30
LN02550,CUST03928,ACC03928,Auto,817667,11.72,36,Closed,2024-07-10
LN02552,CUST04670,ACC04670,Auto,669812,10.29,120,Closed,2024-12-17
LN02605,CUST03372,ACC03372,Auto,1391861,14.42,180,Closed,2024-11-12
LN02638,CUST01368,ACC01368,Auto,1357246,11.35,60,Closed,2024-10-30
LN02643,CUST01611,ACC01611,Auto,325921,13.19,120,Closed,2024-10-13
LN02656,CUST04754,ACC04754,Auto,846288,11.63,12,Closed,2024-10-28
LN02687,CUST00450,ACC00450,Auto,1127315,14.40,24,Closed,2026-03-24
LN02702,CUST01433,ACC01433,Auto,887884,10.35,36,Closed,2024-05-20
LN02751,CUST01354,ACC01354,Auto,409042,11.84,120,Closed,2023-07-20
LN02810,CUST01697,ACC01697,Auto,356057,12.50,24,Closed,2023-09-23
LN02876,CUST04607,ACC04607,Auto,1306057,9.07,60,Closed,2022-10-13
LN02879,CUST02757,ACC02757,Auto,1339732,15.24,36,Closed,2021-12-26
LN02925,CUST04108,ACC04108,Auto,1056952,9.83,12,Closed,2025-05-04
LN02956,CUST04438,ACC04438,Auto,1279670,12.43,12,Closed,2024-12-19
LN03027,CUST03633,ACC03633,Auto,1413288,11.73,180,Closed,2022-07-07
LN03043,CUST03146,ACC03146,Auto,1267690,10.13,12,Closed,2022-01-14
LN03049,CUST01693,ACC01693,Auto,806598,11.46,120,Closed,2023-07-28
LN03059,CUST02884,ACC02884,Auto,1139066,15.73,120,Closed,2023-08-13
LN03064,CUST00430,ACC00430,Auto,548479,10.91,12,Closed,2023-09-17
LN03083,CUST00636,ACC00636,Auto,597862,7.07,36,Closed,2023-10-12
LN03086,CUST04214,ACC04214,Auto,361663,12.95,180,Closed,2023-11-09
LN03088,CUST03779,ACC03779,Auto,326474,8.53,120,Closed,2024-03-31
LN03156,CUST03201,ACC03201,Auto,1198638,12.32,24,Closed,2022-07-24
LN03189,CUST03427,ACC03427,Auto,968771,14.48,120,Closed,2025-01-29
LN03199,CUST03504,ACC03504,Auto,1457710,12.03,12,Closed,2024-03-07
LN03211,CUST04135,ACC04135,Auto,1295926,11.10,36,Closed,2025-03-02
LN03246,CUST02964,ACC02964,Auto,885490,10.91,24,Closed,2022-03-03
LN03275,CUST02186,ACC02186,Auto,988222,12.46,180,Closed,2025-02-23
LN03335,CUST02621,ACC02621,Auto,751263,10.19,120,Closed,2023-07-05
LN03377,CUST02344,ACC02344,Auto,774482,10.02,24,Closed,2025-01-01
LN03379,CUST02903,ACC02903,Auto,690604,10.81,60,Closed,2024-12-07
LN03390,CUST00966,ACC00966,Auto,668635,10.38,180,Closed,2023-11-18
LN03445,CUST02167,ACC02167,Auto,863681,10.47,180,Closed,2021-06-29
LN03460,CUST03154,ACC03154,Auto,456661,9.44,60,Closed,2025-11-03
LN00024,CUST02437,ACC02437,Home,5771414,14.01,24,Closed,2023-01-11
LN00030,CUST02958,ACC02958,Home,4397176,14.74,36,Closed,2025-09-01
LN00055,CUST01391,ACC01391,Home,5727712,10.41,120,Closed,2022-11-01
LN00077,CUST04146,ACC04146,Home,1847242,10.77,180,Closed,2023-01-08
LN00111,CUST02105,ACC02105,Home,1731362,10.72,24,Closed,2025-01-31
LN00112,CUST01864,ACC01864,Home,1933263,14.23,12,Closed,2025-12-07
LN00149,CUST00155,ACC00155,Home,1645018,9.70,36,Closed,2022-12-04
LN00174,CUST02153,ACC02153,Home,7440048,12.73,12,Closed,2023-11-21
LN00188,CUST01856,ACC01856,Home,6113363,10.73,180,Closed,2025-03-09
LN00200,CUST04937,ACC04937,Home,2517330,14.02,180,Closed,2022-06-08
LN00248,CUST01563,ACC01563,Home,1721026,12.00,120,Closed,2023-09-04
LN00272,CUST02762,ACC02762,Home,5153758,10.04,180,Closed,2022-07-26
LN00301,CUST04033,ACC04033,Home,1558802,8.32,24,Closed,2021-11-20
LN00326,CUST04471,ACC04471,Home,6714482,14.67,180,Closed,2024-12-01
LN00355,CUST03745,ACC03745,Home,3937909,15.68,36,Closed,2023-11-12
LN00358,CUST04663,ACC04663,Home,7147943,7.64,60,Closed,2024-01-21
LN00418,CUST03214,ACC03214,Home,6571841,12.94,120,Closed,2023-05-03
LN00430,CUST02605,ACC02605,Home,2294776,13.83,180,Closed,2023-06-29
LN00444,CUST00944,ACC00944,Home,5131816,12.69,24,Closed,2022-10-25
LN00463,CUST03624,ACC03624,Home,6886001,10.38,24,Closed,2021-09-20
LN00492,CUST04474,ACC04474,Home,1284574,10.01,24,Closed,2022-11-20
LN00505,CUST04786,ACC04786,Home,6723387,8.40,120,Closed,2022-08-11
LN00533,CUST01271,ACC01271,Home,2784087,13.42,60,Closed,2024-06-04
LN00561,CUST02908,ACC02908,Home,3041652,15.79,60,Closed,2025-07-16
LN00568,CUST03102,ACC03102,Home,3696932,14.03,60,Closed,2021-08-03
LN00569,CUST00302,ACC00302,Home,3989358,11.75,36,Closed,2022-02-07
LN00596,CUST00698,ACC00698,Home,5176146,7.56,60,Closed,2023-03-19
LN00638,CUST04519,ACC04519,Home,1076683,14.35,12,Closed,2025-12-23
LN00641,CUST03128,ACC03128,Home,4053897,12.45,120,Closed,2024-04-11
LN00653,CUST02441,ACC02441,Home,3486744,13.03,60,Closed,2023-07-25
LN00655,CUST00028,ACC00028,Home,4617265,13.61,24,Closed,2021-10-07
LN00679,CUST02386,ACC02386,Home,2020385,13.72,36,Closed,2022-01-17
LN00688,CUST04461,ACC04461,Home,5554156,10.38,120,Closed,2022-04-29
LN00731,CUST01122,ACC01122,Home,3229893,7.62,12,Closed,2024-12-04
LN00745,CUST01470,ACC01470,Home,3378558,12.14,24,Closed,2022-02-04
LN00776,CUST00288,ACC00288,Home,7449829,12.76,120,Closed,2021-12-28
LN00782,CUST02516,ACC02516,Home,2010029,8.90,180,Closed,2025-01-30
LN00883,CUST03199,ACC03199,Home,2539991,12.04,180,Closed,2025-04-08
LN00902,CUST02893,ACC02893,Home,3954800,13.54,120,Closed,2021-10-17
LN00918,CUST04881,ACC04881,Home,2726129,13.95,36,Closed,2021-11-03
LN00958,CUST04510,ACC04510,Home,2502846,8.59,60,Closed,2025-05-24
LN00961,CUST04659,ACC04659,Home,1950716,10.48,120,Closed,2021-12-07
LN00964,CUST04480,ACC04480,Home,3094458,15.19,36,Closed,2024-08-01
LN00970,CUST04408,ACC04408,Home,1947201,9.57,60,Closed,2021-08-24
LN01022,CUST03920,ACC03920,Home,4586193,7.11,12,Closed,2025-07-04
LN01047,CUST01665,ACC01665,Home,6922553,10.04,120,Closed,2024-09-20
LN01117,CUST03916,ACC03916,Home,6169727,12.36,60,Closed,2023-07-17
LN01135,CUST03420,ACC03420,Home,2909405,13.13,180,Closed,2022-10-26
LN01143,CUST02639,ACC02639,Home,5553772,9.28,180,Closed,2022-12-21
LN01149,CUST00322,ACC00322,Home,6349386,9.80,24,Closed,2022-08-09
LN01177,CUST00243,ACC00243,Home,1647243,12.45,12,Closed,2025-02-17
LN01182,CUST03775,ACC03775,Home,2803232,11.76,60,Closed,2024-06-13
LN01192,CUST01164,ACC01164,Home,5950486,12.78,24,Closed,2023-07-01
LN01220,CUST01213,ACC01213,Home,6400460,13.55,60,Closed,2022-03-06
LN01280,CUST03973,ACC03973,Home,4975842,9.95,12,Closed,2022-02-19
LN01294,CUST01007,ACC01007,Home,4012400,10.53,60,Closed,2023-11-14
LN01310,CUST02993,ACC02993,Home,4526969,12.09,60,Closed,2024-10-11
LN01327,CUST01545,ACC01545,Home,4815898,7.41,24,Closed,2024-06-26
LN01345,CUST01559,ACC01559,Home,6697442,15.17,180,Closed,2023-07-22
LN01348,CUST01630,ACC01630,Home,7112646,9.38,180,Closed,2025-03-02
LN01412,CUST03194,ACC03194,Home,1038448,12.81,24,Closed,2022-04-18
LN01413,CUST02458,ACC02458,Home,1041038,12.01,36,Closed,2021-09-16
LN01419,CUST00507,ACC00507,Home,4375274,9.65,24,Closed,2024-10-24
LN01462,CUST02305,ACC02305,Home,2221132,10.68,24,Closed,2022-05-28
LN01491,CUST04666,ACC04666,Home,1409097,12.31,24,Closed,2024-07-25
LN01497,CUST04502,ACC04502,Home,6950821,10.02,180,Closed,2024-01-11
LN01504,CUST02045,ACC02045,Home,1577284,12.94,12,Closed,2025-10-08
LN01529,CUST02456,ACC02456,Home,7052618,12.34,180,Closed,2025-06-23
LN01547,CUST04217,ACC04217,Home,6415123,9.89,180,Closed,2025-03-23
LN01613,CUST01437,ACC01437,Home,6804902,12.98,12,Closed,2023-08-15
LN01616,CUST03411,ACC03411,Home,7298770,8.68,180,Closed,2024-07-29
LN01625,CUST03221,ACC03221,Home,3835600,9.96,120,Closed,2024-02-24
LN01662,CUST04386,ACC04386,Home,2298315,14.90,36,Closed,2022-11-15
LN01692,CUST00625,ACC00625,Home,5685026,11.25,180,Closed,2022-02-28
LN01752,CUST00370,ACC00370,Home,1639486,14.62,180,Closed,2021-11-07
LN01774,CUST03025,ACC03025,Home,6774749,14.13,180,Closed,2022-10-26
LN01811,CUST01868,ACC01868,Home,5829963,11.48,180,Closed,2024-06-11
LN01828,CUST02417,ACC02417,Home,6688438,8.58,60,Closed,2023-05-04
LN01869,CUST00270,ACC00270,Home,6402851,10.55,24,Closed,2024-08-05
LN01894,CUST04194,ACC04194,Home,4620678,15.42,120,Closed,2022-01-06
LN01904,CUST03050,ACC03050,Home,3213134,15.89,36,Closed,2024-10-07
LN01917,CUST03991,ACC03991,Home,3328274,15.99,24,Closed,2022-02-13
LN01939,CUST00082,ACC00082,Home,1578521,9.10,60,Closed,2023-01-16
LN01946,CUST00252,ACC00252,Home,5798671,9.01,60,Closed,2025-05-19
LN01968,CUST03821,ACC03821,Home,2003930,10.60,180,Closed,2024-10-08
LN01995,CUST01869,ACC01869,Home,7272804,13.34,36,Closed,2023-02-09
LN02017,CUST03048,ACC03048,Home,6967759,7.32,180,Closed,2022-05-27
LN02066,CUST00084,ACC00084,Home,2880655,11.33,120,Closed,2022-07-04
LN02068,CUST01167,ACC01167,Home,1807198,10.50,180,Closed,2023-07-28
LN02077,CUST04278,ACC04278,Home,7004578,11.50,180,Closed,2024-06-17
LN02080,CUST02959,ACC02959,Home,1303208,15.52,12,Closed,2025-03-14
LN02121,CUST01344,ACC01344,Home,3967951,13.49,60,Closed,2025-01-03
LN02128,CUST01388,ACC01388,Home,3138956,12.49,24,Closed,2026-04-01
LN02135,CUST04967,ACC04967,Home,2435514,13.20,180,Closed,2025-01-16
LN02154,CUST00017,ACC00017,Home,1691101,8.00,12,Closed,2021-06-05
LN02203,CUST04322,ACC04322,Home,7810565,9.99,60,Closed,2022-10-11
LN02206,CUST00356,ACC00356,Home,2806986,13.92,12,Closed,2024-06-16
LN02219,CUST03049,ACC03049,Home,6648794,13.62,60,Closed,2022-01-28
LN02227,CUST02813,ACC02813,Home,5428010,9.78,120,Closed,2024-02-08
LN02273,CUST01333,ACC01333,Home,7797464,7.65,60,Closed,2024-06-12
LN02317,CUST01405,ACC01405,Home,4565001,12.46,36,Closed,2024-06-15
LN02331,CUST01320,ACC01320,Home,4657352,9.41,120,Closed,2024-02-03
LN02335,CUST02810,ACC02810,Home,4902483,13.12,36,Closed,2024-07-12
LN02340,CUST04236,ACC04236,Home,4908245,13.14,180,Closed,2025-08-17
LN02370,CUST04300,ACC04300,Home,4057208,10.57,120,Closed,2022-04-21
LN02371,CUST00132,ACC00132,Home,2867753,7.38,120,Closed,2023-11-08
LN02489,CUST00573,ACC00573,Home,4079356,8.99,24,Closed,2024-10-29
LN02539,CUST04175,ACC04175,Home,5528322,9.95,24,Closed,2022-11-08
LN02560,CUST03014,ACC03014,Home,3524628,14.08,120,Closed,2024-08-02
LN02561,CUST03901,ACC03901,Home,6423463,13.31,180,Closed,2024-04-10
LN02591,CUST02681,ACC02681,Home,5948202,15.30,60,Closed,2024-08-20
LN02653,CUST00123,ACC00123,Home,3497611,11.33,120,Closed,2024-05-02
LN02665,CUST04189,ACC04189,Home,2658633,11.36,180,Closed,2024-08-02
LN02678,CUST04318,ACC04318,Home,6196627,11.43,180,Closed,2023-06-09
LN02685,CUST01099,ACC01099,Home,2676618,11.44,60,Closed,2026-01-01
LN02688,CUST04884,ACC04884,Home,5501121,7.04,120,Closed,2023-02-08
LN02706,CUST04477,ACC04477,Home,6225965,9.39,36,Closed,2023-10-30
LN02729,CUST03953,ACC03953,Home,5049588,11.23,120,Closed,2023-12-09
LN02741,CUST03344,ACC03344,Home,7703262,10.61,12,Closed,2022-07-03
LN02749,CUST01450,ACC01450,Home,7843929,7.10,180,Closed,2022-10-26
LN02770,CUST04118,ACC04118,Home,3822638,10.23,36,Closed,2024-09-14
LN02771,CUST04476,ACC04476,Home,5203903,15.61,120,Closed,2024-12-20
LN02775,CUST00722,ACC00722,Home,1033058,8.64,120,Closed,2022-12-30
LN02779,CUST00523,ACC00523,Home,6373489,10.55,24,Closed,2024-10-05
LN02790,CUST03761,ACC03761,Home,1525159,9.72,12,Closed,2025-12-13
LN02824,CUST00675,ACC00675,Home,1619138,11.95,12,Closed,2024-12-18
LN02844,CUST01574,ACC01574,Home,7668489,8.90,60,Closed,2023-04-30
LN02855,CUST03554,ACC03554,Home,3147537,11.30,24,Closed,2023-01-07
LN02858,CUST03188,ACC03188,Home,3106324,8.98,12,Closed,2024-11-12
LN02875,CUST02431,ACC02431,Home,1350850,13.07,24,Closed,2021-06-29
LN02887,CUST00090,ACC00090,Home,4156283,13.93,60,Closed,2022-05-06
LN02890,CUST00561,ACC00561,Home,4535762,12.28,12,Closed,2022-12-01
LN02968,CUST03595,ACC03595,Home,1340320,10.74,24,Closed,2023-08-04
LN02989,CUST01893,ACC01893,Home,6191956,10.19,120,Closed,2025-10-28
LN03003,CUST02620,ACC02620,Home,4693280,7.43,180,Closed,2023-07-05
LN03026,CUST00768,ACC00768,Home,2745859,10.69,180,Closed,2024-02-13
LN03030,CUST01392,ACC01392,Home,1421077,8.55,12,Closed,2023-09-26
LN03031,CUST03654,ACC03654,Home,1468838,14.65,120,Closed,2025-01-13
LN03063,CUST02208,ACC02208,Home,4991401,10.60,24,Closed,2023-12-21
LN03103,CUST02277,ACC02277,Home,2447576,13.20,12,Closed,2023-07-19
LN03106,CUST03455,ACC03455,Home,2040911,9.39,180,Closed,2024-07-30
LN03112,CUST00661,ACC00661,Home,2582509,15.98,60,Closed,2023-02-19
